hpi_type,hpi_flavor,level,placename,place_id,year,quarter,index_nsa
traditional,all-transactions,State,Ohio,OH,2016,4,264.48
traditional,all-transactions,State,Ohio,OH,2017,1,266.01
traditional,all-transactions,State,Ohio,OH,2017,2,273.99
traditional,all-transactions,State,Ohio,OH,2017,3,277.67
traditional,all-transactions,State,Ohio,OH,2017,4,278.62
traditional,all-transactions,State,Ohio,OH,2018,1,282.57
traditional,all-transactions,State,Ohio,OH,2018,2,288.91
traditional,all-transactions,State,Ohio,OH,2018,3,293.61
traditional,all-transactions,State,Ohio,OH,2018,4,294.32
traditional,all-transactions,State,Ohio,OH,2019,1,297.54
traditional,all-transactions,State,Ohio,OH,2019,2,304.14
traditional,all-transactions,State,Ohio,OH,2019,3,308.48
traditional,all-transactions,State,Ohio,OH,2019,4,311.26
traditional,all-transactions,State,Ohio,OH,2020,1,315.21
traditional,all-transactions,State,Ohio,OH,2020,2,318.07
traditional,all-transactions,State,Ohio,OH,2020,3,326.07
traditional,all-transactions,State,Oklahoma,OK,2015,1,216.23
traditional,all-transactions,State,Oklahoma,OK,2015,2,219.47
traditional,all-transactions,State,Oklahoma,OK,2015,3,221.76
traditional,all-transactions,State,Oklahoma,OK,2015,4,223.4
traditional,all-transactions,State,Oklahoma,OK,2016,1,223.02
traditional,all-transactions,State,Oklahoma,OK,2016,2,225.38
traditional,all-transactions,State,Oklahoma,OK,2016,3,228.11
traditional,all-transactions,State,Oklahoma,OK,2016,4,228.31
traditional,all-transactions,State,Oklahoma,OK,2017,1,230.4
traditional,all-transactions,State,Oklahoma,OK,2017,2,234.4
traditional,all-transactions,State,Oklahoma,OK,2017,3,235.53
traditional,all-transactions,State,Oklahoma,OK,2017,4,236.68
traditional,all-transactions,State,Oklahoma,OK,2018,1,237.7
traditional,all-transactions,State,Oklahoma,OK,2018,2,241.35
traditional,all-transactions,State,Oklahoma,OK,2018,3,242.88
traditional,all-transactions,State,Oklahoma,OK,2018,4,243.69
traditional,all-transactions,State,Oklahoma,OK,2019,1,247.09
traditional,all-transactions,State,Oklahoma,OK,2019,2,249.22
traditional,all-transactions,State,Oklahoma,OK,2019,3,254.38
traditional,all-transactions,State,Oklahoma,OK,2019,4,257.02
traditional,all-transactions,State,Oklahoma,OK,2020,1,258.91
traditional,all-transactions,State,Oklahoma,OK,2020,2,260.8
traditional,all-transactions,State,Oklahoma,OK,2020,3,265.02
traditional,all-transactions,State,Oregon,OR,2015,1,413.74
traditional,all-transactions,State,Oregon,OR,2015,2,428.02
traditional,all-transactions,State,Oregon,OR,2015,3,442.1
traditional,all-transactions,State,Oregon,OR,2015,4,449.33
traditional,all-transactions,State,Oregon,OR,2016,1,459.07
traditional,all-transactions,State,Oregon,OR,2016,2,475.4
traditional,all-transactions,State,Oregon,OR,2016,3,490.29
traditional,all-transactions,State,Oregon,OR,2016,4,497.91
traditional,all-transactions,State,Oregon,OR,2017,1,504.31
traditional,all-transactions,State,Oregon,OR,2017,2,521.29
traditional,all-transactions,State,Oregon,OR,2017,3,530.6
traditional,all-transactions,State,Oregon,OR,2017,4,533.74
traditional,all-transactions,State,Oregon,OR,2018,1,542.51
traditional,all-transactions,State,Oregon,OR,2018,2,556.41
traditional,all-transactions,State,Oregon,OR,2018,3,562.55
traditional,all-transactions,State,Oregon,OR,2018,4,563.77
traditional,all-transactions,State,Oregon,OR,2019,1,570.28
traditional,all-transactions,State,Oregon,OR,2019,2,580.26
traditional,all-transactions,State,Oregon,OR,2019,3,587.15
traditional,all-transactions,State,Oregon,OR,2019,4,592.99
traditional,all-transactions,State,Oregon,OR,2020,1,598.06
traditional,all-transactions,State,Oregon,OR,2020,2,606.12
traditional,all-transactions,State,Oregon,OR,2020,3,615.47
traditional,all-transactions,State,Pennsylvania,PA,2015,1,379.45
traditional,all-transactions,State,Pennsylvania,PA,2015,2,382.28
traditional,all-transactions,State,Pennsylvania,PA,2015,3,383.81
traditional,all-transactions,State,Pennsylvania,PA,2015,4,384.63
traditional,all-transactions,State,Pennsylvania,PA,2016,1,386.4
traditional,all-transactions,State,Pennsylvania,PA,2016,2,392.75
traditional,all-transactions,State,Pennsylvania,PA,2016,3,396.73
traditional,all-transactions,State,Pennsylvania,PA,2016,4,397.7
traditional,all-transactions,State,Pennsylvania,PA,2017,1,398.91
traditional,all-transactions,State,Pennsylvania,PA,2017,2,406.75
traditional,all-transactions,State,Pennsylvania,PA,2017,3,412.13
traditional,all-transactions,State,Pennsylvania,PA,2017,4,413.93
traditional,all-transactions,State,Pennsylvania,PA,2018,1,418.76
traditional,all-transactions,State,Pennsylvania,PA,2018,2,424.73
traditional,all-transactions,State,Pennsylvania,PA,2018,3,429.17
traditional,all-transactions,State,Pennsylvania,PA,2018,4,429.83
traditional,all-transactions,State,Pennsylvania,PA,2019,1,434.4
traditional,all-transactions,State,Pennsylvania,PA,2019,2,442.94
traditional,all-transactions,State,Pennsylvania,PA,2019,3,448.48
traditional,all-transactions,State,Pennsylvania,PA,2019,4,452.3
traditional,all-transactions,State,Pennsylvania,PA,2020,1,457.88
traditional,all-transactions,State,Pennsylvania,PA,2020,2,460.73
traditional,all-transactions,State,Pennsylvania,PA,2020,3,470.51
traditional,all-transactions,State,Rhode Island,RI,2015,1,461.83
traditional,all-transactions,State,Rhode Island,RI,2015,2,471.38
traditional,all-transactions,State,Rhode Island,RI,2015,3,473.79
traditional,all-transactions,State,Rhode Island,RI,2015,4,476.78
traditional,all-transactions,State,Rhode Island,RI,2016,1,477.77
traditional,all-transactions,State,Rhode Island,RI,2016,2,489.19
traditional,all-transactions,State,Rhode Island,RI,2016,3,496.26
traditional,all-transactions,State,Rhode Island,RI,2016,4,505.17
traditional,all-transactions,State,Rhode Island,RI,2017,1,509.28
traditional,all-transactions,State,Rhode Island,RI,2017,2,519.75
traditional,all-transactions,State,Rhode Island,RI,2017,3,530.01
traditional,all-transactions,State,Rhode Island,RI,2017,4,535.83
traditional,all-transactions,State,Rhode Island,RI,2018,1,546.26
traditional,all-transactions,State,Rhode Island,RI,2018,2,554.88
traditional,all-transactions,State,Rhode Island,RI,2018,3,562.48
traditional,all-transactions,State,Rhode Island,RI,2018,4,564.52
traditional,all-transactions,State,Rhode Island,RI,2019,1,569.58
traditional,all-transactions,State,Rhode Island,RI,2019,2,580.02
traditional,all-transactions,State,Rhode Island,RI,2019,3,587.58
traditional,all-transactions,State,Rhode Island,RI,2019,4,594.33
traditional,all-transactions,State,Rhode Island,RI,2020,1,599.21
traditional,all-transactions,State,Rhode Island,RI,2020,2,605.77
traditional,all-transactions,State,Rhode Island,RI,2020,3,620.18
traditional,all-transactions,State,South Carolina,SC,2015,1,321.85
traditional,all-transactions,State,South Carolina,SC,2015,2,325.65
traditional,all-transactions,State,South Carolina,SC,2015,3,328.89
traditional,all-transactions,State,South Carolina,SC,2015,4,332.69
traditional,all-transactions,State,South Carolina,SC,2016,1,336.37
traditional,all-transactions,State,South Carolina,SC,2016,2,341.92
traditional,all-transactions,State,South Carolina,SC,2016,3,349.57
traditional,all-transactions,State,South Carolina,SC,2016,4,350.54
traditional,all-transactions,State,South Carolina,SC,2017,1,354.72
traditional,all-transactions,State,South Carolina,SC,2017,2,361.53
traditional,all-transactions,State,South Carolina,SC,2017,3,368.36
traditional,all-transactions,State,South Carolina,SC,2017,4,371.52
traditional,all-transactions,State,South Carolina,SC,2018,1,379.48
traditional,all-transactions,State,South Carolina,SC,2018,2,384.08
traditional,all-transactions,State,South Carolina,SC,2018,3,389.79
traditional,all-transactions,State,South Carolina,SC,2018,4,392.55
traditional,all-transactions,State,South Carolina,SC,2019,1,397.43
traditional,all-transactions,State,South Carolina,SC,2019,2,406.4
traditional,all-transactions,State,South Carolina,SC,2019,3,410.7
traditional,all-transactions,State,South Carolina,SC,2019,4,416.15
traditional,all-transactions,State,South Carolina,SC,2020,1,421.57
traditional,all-transactions,State,South Carolina,SC,2020,2,424.61
traditional,all-transactions,State,South Carolina,SC,2020,3,431.26
traditional,all-transactions,State,South Dakota,SD,2015,1,322.68
traditional,all-transactions,State,South Dakota,SD,2015,2,327.57
traditional,all-transactions,State,South Dakota,SD,2015,3,331.1
traditional,all-transactions,State,South Dakota,SD,2015,4,334.35
traditional,all-transactions,State,South Dakota,SD,2016,1,337.32
traditional,all-transactions,State,South Dakota,SD,2016,2,340.6
traditional,all-transactions,State,South Dakota,SD,2016,3,347.25
traditional,all-transactions,State,South Dakota,SD,2016,4,349.71
traditional,all-transactions,State,South Dakota,SD,2017,1,352.69
traditional,all-transactions,State,South Dakota,SD,2017,2,360.59
traditional,all-transactions,State,South Dakota,SD,2017,3,365.54
traditional,all-transactions,State,South Dakota,SD,2017,4,367.77
traditional,all-transactions,State,South Dakota,SD,2018,1,371.05
traditional,all-transactions,State,South Dakota,SD,2018,2,376.37
traditional,all-transactions,State,South Dakota,SD,2018,3,381.67
traditional,all-transactions,State,South Dakota,SD,2018,4,385.51
traditional,all-transactions,State,South Dakota,SD,2019,1,387.68
traditional,all-transactions,State,South Dakota,SD,2019,2,393.65
traditional,all-transactions,State,South Dakota,SD,2019,3,398.68
traditional,all-transactions,State,South Dakota,SD,2019,4,403.96
traditional,all-transactions,State,South Dakota,SD,2020,1,407.47
traditional,all-transactions,State,South Dakota,SD,2020,2,410.5
traditional,all-transactions,State,South Dakota,SD,2020,3,416.26
traditional,all-transactions,State,Tennessee,TN,2015,1,303.19
traditional,all-transactions,State,Tennessee,TN,2015,2,306.74
traditional,all-transactions,State,Tennessee,TN,2015,3,312.23
traditional,all-transactions,State,Tennessee,TN,2015,4,314.86
traditional,all-transactions,State,Tennessee,TN,2016,1,319.08
traditional,all-transactions,State,Tennessee,TN,2016,2,325.56
traditional,all-transactions,State,Tennessee,TN,2016,3,331.33
traditional,all-transactions,State,Tennessee,TN,2016,4,336.01
traditional,all-transactions,State,Tennessee,TN,2017,1,339.83
traditional,all-transactions,State,Tennessee,TN,2017,2,348.5
traditional,all-transactions,State,Tennessee,TN,2017,3,356.09
traditional,all-transactions,State,Tennessee,TN,2017,4,360.54
traditional,all-transactions,State,Tennessee,TN,2018,1,366.58
traditional,all-transactions,State,Tennessee,TN,2018,2,375.26
traditional,all-transactions,State,Tennessee,TN,2018,3,380.58
traditional,all-transactions,State,Tennessee,TN,2018,4,385.45
traditional,all-transactions,State,Tennessee,TN,2019,1,388.8
traditional,all-transactions,State,Tennessee,TN,2019,2,396.34
traditional,all-transactions,State,Tennessee,TN,2019,3,402.54
traditional,all-transactions,State,Tennessee,TN,2019,4,407.93
traditional,all-transactions,State,Tennessee,TN,2020,1,413.55
traditional,all-transactions,State,Tennessee,TN,2020,2,417.88
traditional,all-transactions,State,Tennessee,TN,2020,3,427.23
traditional,all-transactions,State,Texas,TX,2015,1,258.2
traditional,all-transactions,State,Texas,TX,2015,2,264.72
traditional,all-transactions,State,Texas,TX,2015,3,270.32
traditional,all-transactions,State,Texas,TX,2015,4,273.07
traditional,all-transactions,State,Texas,TX,2016,1,277.0
traditional,all-transactions,State,Texas,TX,2016,2,284.07
traditional,all-transactions,State,Texas,TX,2016,3,289.97
traditional,all-transactions,State,Texas,TX,2016,4,293.27
traditional,all-transactions,State,Texas,TX,2017,1,297.38
traditional,all-transactions,State,Texas,TX,2017,2,306.45
traditional,all-transactions,State,Texas,TX,2017,3,311.43
traditional,all-transactions,State,Texas,TX,2017,4,314.22
traditional,all-transactions,State,Texas,TX,2018,1,318.56
traditional,all-transactions,State,Texas,TX,2018,2,325.76
traditional,all-transactions,State,Texas,TX,2018,3,330.13
traditional,all-transactions,State,Texas,TX,2018,4,331.48
traditional,all-transactions,State,Texas,TX,2019,1,335.5
traditional,all-transactions,State,Texas,TX,2019,2,341.7
traditional,all-transactions,State,Texas,TX,2019,3,346.31
traditional,all-transactions,State,Texas,TX,2019,4,349.12
traditional,all-transactions,State,Texas,TX,2020,1,352.51
traditional,all-transactions,State,Texas,TX,2020,2,354.68
traditional,all-transactions,State,Texas,TX,2020,3,359.85
traditional,all-transactions,State,Utah,UT,2015,1,358.43
traditional,all-transactions,State,Utah,UT,2015,2,364.52
traditional,all-transactions,State,Utah,UT,2015,3,371.86
traditional,all-transactions,State,Utah,UT,2015,4,376.84
traditional,all-transactions,State,Utah,UT,2016,1,382.42
traditional,all-transactions,State,Utah,UT,2016,2,391.24
traditional,all-transactions,State,Utah,UT,2016,3,399.94
traditional,all-transactions,State,Utah,UT,2016,4,404.87
traditional,all-transactions,State,Utah,UT,2017,1,412.83
traditional,all-transactions,State,Utah,UT,2017,2,426.72
traditional,all-transactions,State,Utah,UT,2017,3,436.62
traditional,all-transactions,State,Utah,UT,2017,4,442.63
traditional,all-transactions,State,Utah,UT,2018,1,452.37
traditional,all-transactions,State,Utah,UT,2018,2,467.34
traditional,all-transactions,State,Utah,UT,2018,3,477.5
traditional,all-transactions,State,Utah,UT,2018,4,483.45
traditional,all-transactions,State,Utah,UT,2019,1,491.37
traditional,all-transactions,State,Utah,UT,2019,2,501.63
traditional,all-transactions,State,Utah,UT,2019,3,509.76
traditional,all-transactions,State,Utah,UT,2019,4,517.6
traditional,all-transactions,State,Utah,UT,2020,1,523.19
traditional,all-transactions,State,Utah,UT,2020,2,532.44
traditional,all-transactions,State,Utah,UT,2020,3,545.65
traditional,all-transactions,State,Virginia,VA,2015,1,414.5
traditional,all-transactions,State,Virginia,VA,2015,2,418.0
traditional,all-transactions,State,Virginia,VA,2015,3,419.77
traditional,all-transactions,State,Virginia,VA,2015,4,422.23
traditional,all-transactions,State,Virginia,VA,2016,1,420.93
traditional,all-transactions,State,Virginia,VA,2016,2,428.87
traditional,all-transactions,State,Virginia,VA,2016,3,432.39
traditional,all-transactions,State,Virginia,VA,2016,4,434.97
traditional,all-transactions,State,Virginia,VA,2017,1,434.06
traditional,all-transactions,State,Virginia,VA,2017,2,443.94
traditional,all-transactions,State,Virginia,VA,2017,3,446.79
traditional,all-transactions,State,Virginia,VA,2017,4,448.74
traditional,all-transactions,State,Virginia,VA,2018,1,453.93
traditional,all-transactions,State,Virginia,VA,2018,2,459.62
traditional,all-transactions,State,Virginia,VA,2018,3,461.95
traditional,all-transactions,State,Virginia,VA,2018,4,463.13
traditional,all-transactions,State,Virginia,VA,2019,1,467.94
traditional,all-transactions,State,Virginia,VA,2019,2,477.81
traditional,all-transactions,State,Virginia,VA,2019,3,482.87
traditional,all-transactions,State,Virginia,VA,2019,4,486.44
traditional,all-transactions,State,Virginia,VA,2020,1,491.52
traditional,all-transactions,State,Virginia,VA,2020,2,496.82
traditional,all-transactions,State,Virginia,VA,2020,3,504.58
traditional,all-transactions,State,Vermont,VT,2015,1,443.08
traditional,all-transactions,State,Vermont,VT,2015,2,447.93
traditional,all-transactions,State,Vermont,VT,2015,3,447.89
traditional,all-transactions,State,Vermont,VT,2015,4,445.65
traditional,all-transactions,State,Vermont,VT,2016,1,444.67
traditional,all-transactions,State,Vermont,VT,2016,2,453.95
traditional,all-transactions,State,Vermont,VT,2016,3,457.47
traditional,all-transactions,State,Vermont,VT,2016,4,455.09
traditional,all-transactions,State,Vermont,VT,2017,1,456.9
traditional,all-transactions,State,Vermont,VT,2017,2,461.57
traditional,all-transactions,State,Vermont,VT,2017,3,462.46
traditional,all-transactions,State,Vermont,VT,2017,4,470.01
traditional,all-transactions,State,Vermont,VT,2018,1,472.6
traditional,all-transactions,State,Vermont,VT,2018,2,480.34
traditional,all-transactions,State,Vermont,VT,2018,3,479.58
traditional,all-transactions,State,Vermont,VT,2018,4,479.58
traditional,all-transactions,State,Vermont,VT,2019,1,485.32
traditional,all-transactions,State,Vermont,VT,2019,2,492.52
traditional,all-transactions,State,Vermont,VT,2019,3,501.0
traditional,all-transactions,State,Vermont,VT,2019,4,503.18
traditional,all-transactions,State,Vermont,VT,2020,1,510.92
traditional,all-transactions,State,Vermont,VT,2020,2,512.26
traditional,all-transactions,State,Vermont,VT,2020,3,522.65
traditional,all-transactions,State,Washington,WA,2015,1,444.61
traditional,all-transactions,State,Washington,WA,2015,2,457.95
traditional,all-transactions,State,Washington,WA,2015,3,471.09
traditional,all-transactions,State,Washington,WA,2015,4,479.15
traditional,all-transactions,State,Washington,WA,2016,1,488.71
traditional,all-transactions,State,Washington,WA,2016,2,506.23
traditional,all-transactions,State,Washington,WA,2016,3,521.01
traditional,all-transactions,State,Washington,WA,2016,4,528.82
traditional,all-transactions,State,Washington,WA,2017,1,540.08
traditional,all-transactions,State,Washington,WA,2017,2,561.34
traditional,all-transactions,State,Washington,WA,2017,3,578.72
traditional,all-transactions,State,Washington,WA,2017,4,587.3
traditional,all-transactions,State,Washington,WA,2018,1,601.41
traditional,all-transactions,State,Washington,WA,2018,2,623.86
traditional,all-transactions,State,Washington,WA,2018,3,631.13
traditional,all-transactions,State,Washington,WA,2018,4,632.51
traditional,all-transactions,State,Washington,WA,2019,1,640.89
traditional,all-transactions,State,Washington,WA,2019,2,653.92
traditional,all-transactions,State,Washington,WA,2019,3,662.06
traditional,all-transactions,State,Washington,WA,2019,4,669.56
traditional,all-transactions,State,Washington,WA,2020,1,678.74
traditional,all-transactions,State,Washington,WA,2020,2,689.41
traditional,all-transactions,State,Washington,WA,2020,3,704.92
traditional,all-transactions,State,Wisconsin,WI,2015,1,300.26
traditional,all-transactions,State,Wisconsin,WI,2015,2,303.5
traditional,all-transactions,State,Wisconsin,WI,2015,3,306.23
traditional,all-transactions,State,Wisconsin,WI,2015,4,308.0
traditional,all-transactions,State,Wisconsin,WI,2016,1,310.89
traditional,all-transactions,State,Wisconsin,WI,2016,2,315.39
traditional,all-transactions,State,Wisconsin,WI,2016,3,319.32
traditional,all-transactions,State,Wisconsin,WI,2016,4,321.46
traditional,all-transactions,State,Wisconsin,WI,2017,1,324.99
traditional,all-transactions,State,Wisconsin,WI,2017,2,333.12
traditional,all-transactions,State,Wisconsin,WI,2017,3,337.11
traditional,all-transactions,State,Wisconsin,WI,2017,4,337.87
traditional,all-transactions,State,Wisconsin,WI,2018,1,343.22
traditional,all-transactions,State,Wisconsin,WI,2018,2,352.08
traditional,all-transactions,State,Wisconsin,WI,2018,3,356.33
traditional,all-transactions,State,Wisconsin,WI,2018,4,357.75
traditional,all-transactions,State,Wisconsin,WI,2019,1,361.18
traditional,all-transactions,State,Wisconsin,WI,2019,2,367.75
traditional,all-transactions,State,Wisconsin,WI,2019,3,372.21
traditional,all-transactions,State,Wisconsin,WI,2019,4,374.55
traditional,all-transactions,State,Wisconsin,WI,2020,1,377.13
traditional,all-transactions,State,Wisconsin,WI,2020,2,379.3
traditional,all-transactions,State,Wisconsin,WI,2020,3,387.5
traditional,all-transactions,State,West Virginia,WV,2015,1,211.54
traditional,all-transactions,State,West Virginia,WV,2015,2,217.36
traditional,all-transactions,State,West Virginia,WV,2015,3,216.84
traditional,all-transactions,State,West Virginia,WV,2015,4,217.75
traditional,all-transactions,State,West Virginia,WV,2016,1,218.3
traditional,all-transactions,State,West Virginia,WV,2016,2,219.45
traditional,all-transactions,State,West Virginia,WV,2016,3,221.14
traditional,all-transactions,State,West Virginia,WV,2016,4,222.39
traditional,all-transactions,State,West Virginia,WV,2017,1,220.04
traditional,all-transactions,State,West Virginia,WV,2017,2,221.78
traditional,all-transactions,State,West Virginia,WV,2017,3,222.64
traditional,all-transactions,State,West Virginia,WV,2017,4,226.65
traditional,all-transactions,State,West Virginia,WV,2018,1,227.01
traditional,all-transactions,State,West Virginia,WV,2018,2,230.11
traditional,all-transactions,State,West Virginia,WV,2018,3,229.22
traditional,all-transactions,State,West Virginia,WV,2018,4,228.93
traditional,all-transactions,State,West Virginia,WV,2019,1,229.91
traditional,all-transactions,State,West Virginia,WV,2019,2,234.04
traditional,all-transactions,State,West Virginia,WV,2019,3,235.92
traditional,all-transactions,State,West Virginia,WV,2019,4,238.35
traditional,all-transactions,State,West Virginia,WV,2020,1,240.76
traditional,all-transactions,State,West Virginia,WV,2020,2,242.55
traditional,all-transactions,State,West Virginia,WV,2020,3,247.04
traditional,all-transactions,State,Wyoming,WY,2015,1,288.47
traditional,all-transactions,State,Wyoming,WY,2015,2,289.32
traditional,all-transactions,State,Wyoming,WY,2015,3,295.68
traditional,all-transactions,State,Wyoming,WY,2015,4,294.7
traditional,all-transactions,State,Wyoming,WY,2016,1,293.77
traditional,all-transactions,State,Wyoming,WY,2016,2,297.57
traditional,all-transactions,State,Wyoming,WY,2016,3,300.51
traditional,all-transactions,State,Wyoming,WY,2016,4,300.48
traditional,all-transactions,State,Wyoming,WY,2017,1,299.17
traditional,all-transactions,State,Wyoming,WY,2017,2,301.13
traditional,all-transactions,State,Wyoming,WY,2017,3,302.89
traditional,all-transactions,State,Wyoming,WY,2017,4,307.14
traditional,all-transactions,State,Wyoming,WY,2018,1,312.18
traditional,all-transactions,State,Wyoming,WY,2018,2,311.07
traditional,all-transactions,State,Wyoming,WY,2018,3,316.86
traditional,all-transactions,State,Wyoming,WY,2018,4,318.32
traditional,all-transactions,State,Wyoming,WY,2019,1,318.81
traditional,all-transactions,State,Wyoming,WY,2019,2,327.53
traditional,all-transactions,State,Wyoming,WY,2019,3,331.59
traditional,all-transactions,State,Wyoming,WY,2019,4,336.74
traditional,all-transactions,State,Wyoming,WY,2020,1,339.24
traditional,all-transactions,State,Wyoming,WY,2020,2,341.69
traditional,all-transactions,State,Wyoming,WY,2020,3,346.93
traditional,expanded-data,State,Alaska,AK,2015,1,244.36
traditional,expanded-data,State,Alaska,AK,2015,2,251.55
traditional,expanded-data,State,Alaska,AK,2015,3,251.96
traditional,expanded-data,State,Alaska,AK,2015,4,254.95
traditional,expanded-data,State,Alaska,AK,2016,1,253.23
traditional,expanded-data,State,Alaska,AK,2016,2,261.63
traditional,expanded-data,State,Alaska,AK,2016,3,257.47
traditional,expanded-data,State,Alaska,AK,2016,4,256.9
traditional,expanded-data,State,Alaska,AK,2017,1,252.55
traditional,expanded-data,State,Alaska,AK,2017,2,258.72
traditional,expanded-data,State,Alaska,AK,2017,3,263.9
traditional,expanded-data,State,Alaska,AK,2017,4,260.31
traditional,expanded-data,State,Alaska,AK,2018,1,258.29
traditional,expanded-data,State,Alaska,AK,2018,2,265.0
traditional,expanded-data,State,Alaska,AK,2018,3,262.37
traditional,expanded-data,State,Alaska,AK,2018,4,261.45
traditional,expanded-data,State,Alaska,AK,2019,1,268.02
traditional,expanded-data,State,Alaska,AK,2019,2,276.05
traditional,expanded-data,State,Alaska,AK,2019,3,274.62
traditional,expanded-data,State,Alaska,AK,2019,4,268.35
traditional,expanded-data,State,Alaska,AK,2020,1,274.6
traditional,expanded-data,State,Alaska,AK,2020,2,283.22
traditional,expanded-data,State,Alaska,AK,2020,3,286.52
traditional,expanded-data,State,Alabama,AL,2015,1,159.42
traditional,expanded-data,State,Alabama,AL,2015,2,163.57
traditional,expanded-data,State,Alabama,AL,2015,3,163.36
traditional,expanded-data,State,Alabama,AL,2015,4,163.4
traditional,expanded-data,State,Alabama,AL,2016,1,163.08
traditional,expanded-data,State,Alabama,AL,2016,2,168.5
traditional,expanded-data,State,Alabama,AL,2016,3,168.82
traditional,expanded-data,State,Alabama,AL,2016,4,169.42
traditional,expanded-data,State,Alabama,AL,2017,1,170.13
traditional,expanded-data,State,Alabama,AL,2017,2,174.62
traditional,expanded-data,State,Alabama,AL,2017,3,176.17
traditional,expanded-data,State,Alabama,AL,2017,4,175.85
traditional,expanded-data,State,Alabama,AL,2018,1,177.93
traditional,expanded-data,State,Alabama,AL,2018,2,183.44
traditional,expanded-data,State,Alabama,AL,2018,3,183.7
traditional,expanded-data,State,Alabama,AL,2018,4,183.43
traditional,expanded-data,State,Alabama,AL,2019,1,186.16
traditional,expanded-data,State,Alabama,AL,2019,2,191.32
traditional,expanded-data,State,Alabama,AL,2019,3,192.75
traditional,expanded-data,State,Alabama,AL,2019,4,194.56
traditional,expanded-data,State,Alabama,AL,2020,1,196.44
traditional,expanded-data,State,Alabama,AL,2020,2,203.24
traditional,expanded-data,State,Alabama,AL,2020,3,206.76
traditional,expanded-data,State,Arkansas,AR,2015,1,184.34
traditional,expanded-data,State,Arkansas,AR,2015,2,189.95
traditional,expanded-data,State,Arkansas,AR,2015,3,190.95
traditional,expanded-data,State,Arkansas,AR,2015,4,190.75
traditional,expanded-data,State,Arkansas,AR,2016,1,191.95
traditional,expanded-data,State,Arkansas,AR,2016,2,195.25
traditional,expanded-data,State,Arkansas,AR,2016,3,198.19
traditional,expanded-data,State,Arkansas,AR,2016,4,197.44
traditional,expanded-data,State,Arkansas,AR,2017,1,199.1
traditional,expanded-data,State,Arkansas,AR,2017,2,202.08
traditional,expanded-data,State,Arkansas,AR,2017,3,206.07
traditional,expanded-data,State,Arkansas,AR,2017,4,206.5
traditional,expanded-data,State,Arkansas,AR,2018,1,207.77
traditional,expanded-data,State,Arkansas,AR,2018,2,211.5
traditional,expanded-data,State,Arkansas,AR,2018,3,213.88
traditional,expanded-data,State,Arkansas,AR,2018,4,216.01
traditional,expanded-data,State,Arkansas,AR,2019,1,217.64
traditional,expanded-data,State,Arkansas,AR,2019,2,221.69
traditional,expanded-data,State,Arkansas,AR,2019,3,225.76
traditional,expanded-data,State,Arkansas,AR,2019,4,226.79
traditional,expanded-data,State,Arkansas,AR,2020,1,228.35
traditional,expanded-data,State,Arkansas,AR,2020,2,234.0
traditional,expanded-data,State,Arkansas,AR,2020,3,238.73
traditional,expanded-data,State,Arizona,AZ,2015,1,229.16
traditional,expanded-data,State,Arizona,AZ,2015,2,235.42
traditional,expanded-data,State,Arizona,AZ,2015,3,239.52
traditional,expanded-data,State,Arizona,AZ,2015,4,241.99
traditional,expanded-data,State,Arizona,AZ,2016,1,245.28
traditional,expanded-data,State,Arizona,AZ,2016,2,251.07
traditional,expanded-data,State,Arizona,AZ,2016,3,255.64
traditional,expanded-data,State,Arizona,AZ,2016,4,258.49
traditional,expanded-data,State,Arizona,AZ,2017,1,264.19
traditional,expanded-data,State,Arizona,AZ,2017,2,270.37
traditional,expanded-data,State,Arizona,AZ,2017,3,274.47
traditional,expanded-data,State,Arizona,AZ,2017,4,278.65
traditional,expanded-data,State,Arizona,AZ,2018,1,285.01
traditional,expanded-data,State,Arizona,AZ,2018,2,291.4
traditional,expanded-data,State,Arizona,AZ,2018,3,296.18
traditional,expanded-data,State,Arizona,AZ,2018,4,301.62
traditional,expanded-data,State,Arizona,AZ,2019,1,306.52
traditional,expanded-data,State,Arizona,AZ,2019,2,312.52
traditional,expanded-data,State,Arizona,AZ,2019,3,318.14
traditional,expanded-data,State,Arizona,AZ,2019,4,323.44
traditional,expanded-data,State,Arizona,AZ,2020,1,331.03
traditional,expanded-data,State,Arizona,AZ,2020,2,339.88
traditional,expanded-data,State,Arizona,AZ,2020,3,354.33
traditional,expanded-data,State,California,CA,2015,1,211.6
traditional,expanded-data,State,California,CA,2015,2,218.96
traditional,expanded-data,State,California,CA,2015,3,222.38
traditional,expanded-data,State,California,CA,2015,4,224.2
traditional,expanded-data,State,California,CA,2016,1,227.96
traditional,expanded-data,State,California,CA,2016,2,234.39
traditional,expanded-data,State,California,CA,2016,3,238.91
traditional,expanded-data,State,California,CA,2016,4,241.64
traditional,expanded-data,State,California,CA,2017,1,245.7
traditional,expanded-data,State,California,CA,2017,2,253.28
traditional,expanded-data,State,California,CA,2017,3,257.78
traditional,expanded-data,State,California,CA,2017,4,261.7
traditional,expanded-data,State,California,CA,2018,1,265.39
traditional,expanded-data,State,California,CA,2018,2,271.73
traditional,expanded-data,State,California,CA,2018,3,275.1
traditional,expanded-data,State,California,CA,2018,4,276.25
traditional,expanded-data,State,California,CA,2019,1,279.07
traditional,expanded-data,State,California,CA,2019,2,284.41
traditional,expanded-data,State,California,CA,2019,3,286.2
traditional,expanded-data,State,California,CA,2019,4,287.92
