,Place Name,Place ID,Year,Quarter,HPI,YoY change,% YoY change,year dec. quarter,total_covid_cases,population,new_cases,total_covid_per_capita_1000,new_cases_per_capita_1000
796,"Lake County-Kenosha County, IL-WI (MSAD)",29404,2020,3,165.41,2.6999999999999886,1.6593940138897354,2020.5,21168,866096,9944.0,24.440708651234967,11.481406218248324
797,"Lake County-Kenosha County, IL-WI (MSAD)",29404,2020,4,166.84,4.300000000000011,2.6455026455026527,2020.75,62142,866096,40974.0,71.74955201270991,47.30884336147494
798,"Lake Havasu City-Kingman, AZ",29420,2020,1,256.99,16.439999999999998,6.834337975472874,2020.0,7,212181,7.0,0.03299070133518081,0.03299070133518081
799,"Lake Havasu City-Kingman, AZ",29420,2020,2,263.56,18.40000000000001,7.5053026594876835,2020.25,1071,212181,1064.0,5.047577304282664,5.0145866029474835
800,"Lake Havasu City-Kingman, AZ",29420,2020,3,271.3,20.830000000000013,8.316365233361287,2020.5,4004,212181,2933.0,18.870681163723425,13.82310385944076
801,"Lake Havasu City-Kingman, AZ",29420,2020,4,282.55,26.860000000000014,10.504908287379251,2020.75,12573,212181,8569.0,59.256012555318335,40.38533139159491
802,"Lakeland-Winter Haven, FL",29460,2020,1,251.73,17.69999999999999,7.563132931675422,2020.0,73,724777,73.0,0.10072063545062826,0.10072063545062826
803,"Lakeland-Winter Haven, FL",29460,2020,2,257.13,18.19999999999999,7.6172937680492145,2020.25,3836,724777,3763.0,5.292662432720685,5.191941797270056
804,"Lakeland-Winter Haven, FL",29460,2020,3,260.47,16.630000000000024,6.820045931758539,2020.5,20032,724777,16196.0,27.638846155438152,22.34618372271747
805,"Lakeland-Winter Haven, FL",29460,2020,4,271.65,24.94999999999999,10.11349817592217,2020.75,37403,724777,17371.0,51.60621818849108,23.967372033052925
806,"Lancaster, PA",29540,2020,1,209.85,10.430000000000009,5.230167485708559,2020.0,123,545724,123.0,0.22538865800294652,0.22538865800294652
807,"Lancaster, PA",29540,2020,2,210.35,9.789999999999992,4.8813322696449895,2020.25,4442,545724,4319.0,8.139645681699907,7.91425702369696
808,"Lancaster, PA",29540,2020,3,214.8,10.710000000000008,5.247684844921362,2020.5,7993,545724,3551.0,14.646597913963834,6.506952232263928
809,"Lancaster, PA",29540,2020,4,218.79,14.359999999999983,7.024409333268104,2020.75,28006,545724,20013.0,51.31898175634569,36.67238384238186
810,"Lansing-East Lansing, MI",29620,2020,1,183.57,8.22999999999999,4.693737880688941,2020.0,144,550391,144.0,0.26163218511930614,0.26163218511930614
811,"Lansing-East Lansing, MI",29620,2020,2,186.51,7.6699999999999875,4.28874972042048,2020.25,1842,550391,1698.0,3.3467117013177905,3.0850795161984848
812,"Lansing-East Lansing, MI",29620,2020,3,190.76,8.98999999999998,4.945810639819541,2020.5,5525,550391,3683.0,10.038318213778933,6.691606512461142
813,"Lansing-East Lansing, MI",29620,2020,4,194.73,11.079999999999984,6.03321535529539,2020.75,24135,550391,18610.0,43.85064436010037,33.81232614632144
814,"Laredo, TX",29700,2020,1,189.09,0.6200000000000045,0.3289648219875866,2020.0,37,276652,37.0,0.1337420296979599,0.1337420296979599
815,"Laredo, TX",29700,2020,2,202.0,12.370000000000005,6.523229446817489,2020.25,1538,276652,1501.0,5.559330856093577,5.425588826395616
816,"Laredo, TX",29700,2020,3,197.41,4.909999999999997,2.5506493506493486,2020.5,13902,276652,12364.0,50.25085667191996,44.69152581582638
817,"Laredo, TX",29700,2020,4,201.77,4.659999999999997,2.3641621429658546,2020.75,26967,276652,13065.0,97.47625175310499,47.22539508118503
818,"Las Cruces, NM",29740,2020,1,184.98,8.469999999999999,4.798594980454364,2020.0,18,218195,18.0,0.08249501592612113,0.08249501592612113
819,"Las Cruces, NM",29740,2020,2,187.15,9.02000000000001,5.063717509683944,2020.25,960,218195,942.0,4.39973418272646,4.31723916680034
820,"Las Cruces, NM",29740,2020,3,189.18,9.450000000000015,5.257886830245377,2020.5,3440,218195,2480.0,15.765714154769816,11.365979972043355
821,"Las Cruces, NM",29740,2020,4,192.4,11.560000000000002,6.392391063923912,2020.75,17691,218195,14251.0,81.07885148605605,65.31313733128624
822,"Las Vegas-Henderson-Paradise, NV",29820,2020,1,238.08,8.130000000000024,3.535551206784094,2020.0,869,2266715,869.0,0.3833741780506151,0.3833741780506151
823,"Las Vegas-Henderson-Paradise, NV",29820,2020,2,240.92,8.009999999999991,3.439096646773428,2020.25,15095,2266715,14226.0,6.659416821258958,6.276042643208343
824,"Las Vegas-Henderson-Paradise, NV",29820,2020,3,244.22,11.5,4.941560673771055,2020.5,67176,2266715,52081.0,29.63583864755825,22.97642182629929
825,"Las Vegas-Henderson-Paradise, NV",29820,2020,4,248.38,12.870000000000005,5.464736104624009,2020.75,170032,2266715,102856.0,75.01251811542254,45.376679467864285
826,"Lawrence, KS",29940,2020,1,222.94,12.960000000000008,6.172016382512624,2020.0,24,122259,24.0,0.19630456653497902,0.19630456653497902
827,"Lawrence, KS",29940,2020,2,223.38,7.269999999999982,3.364027578547953,2020.25,159,122259,135.0,1.300517753294236,1.104213186759257
828,"Lawrence, KS",29940,2020,3,228.51,11.22999999999999,5.168446244477168,2020.5,2340,122259,2181.0,19.139695237160453,17.83917748386622
829,"Lawrence, KS",29940,2020,4,231.93,11.439999999999998,5.188443920359199,2020.75,6482,122259,4142.0,53.01859167832225,33.87889644116179
830,"Lawton, OK",30020,2020,1,167.64,14.869999999999976,9.733586437127691,2020.0,16,126415,16.0,0.12656725863228255,0.12656725863228255
831,"Lawton, OK",30020,2020,2,165.45,12.689999999999998,8.307148468185389,2020.25,412,126415,396.0,3.2591069097812757,3.1325396511489934
832,"Lawton, OK",30020,2020,3,157.4,-1.8400000000000036,-1.1554885707108786,2020.5,1717,126415,1305.0,13.582248941976822,10.323142032195546
833,"Lawton, OK",30020,2020,4,163.97,11.550000000000011,7.577745702663701,2020.75,7416,126415,5699.0,58.663924376062965,45.081675434086144
834,"Lebanon, PA",30140,2020,1,193.48,8.159999999999997,4.403194474422619,2020.0,28,141793,28.0,0.1974709611899036,0.1974709611899036
835,"Lebanon, PA",30140,2020,2,194.35,6.8700000000000045,3.6643908683592943,2020.25,1342,141793,1314.0,9.46450106845895,9.267030107269047
836,"Lebanon, PA",30140,2020,3,198.36,10.54000000000002,5.611755936534991,2020.5,2078,141793,736.0,14.65516633402213,5.1906652655631795
837,"Lebanon, PA",30140,2020,4,201.42,11.859999999999983,6.256594218189483,2020.75,8851,141793,6773.0,62.421981338994165,47.76681500497203
838,"Lewiston, ID-WA",30300,2020,1,252.67,17.94999999999999,7.647409679618264,2020.0,9,40408,9.0,0.22272817263908137,0.22272817263908137
839,"Lewiston, ID-WA",30300,2020,2,254.55,13.700000000000015,5.688187668673455,2020.25,117,62990,108.0,1.8574376885219877,1.7145578663279886
840,"Lewiston, ID-WA",30300,2020,3,260.37,16.659999999999997,6.835993598949569,2020.5,582,62990,465.0,9.239561835211939,7.382124146689951
841,"Lewiston, ID-WA",30300,2020,4,267.99,17.659999999999997,7.0546878120880425,2020.75,3986,62990,3404.0,63.279885696142244,54.04032386093031
842,"Lewiston-Auburn, ME",30340,2020,1,219.01,13.310000000000002,6.47058823529412,2020.0,11,108277,11.0,0.10159128900874609,0.10159128900874609
843,"Lewiston-Auburn, ME",30340,2020,2,223.87,11.080000000000013,5.2070116076883375,2020.25,483,108277,472.0,4.46078114465676,4.3591898556480135
844,"Lewiston-Auburn, ME",30340,2020,3,229.34,13.02000000000001,6.018860946745567,2020.5,737,108277,254.0,6.806616363585988,2.3458352189292278
845,"Lewiston-Auburn, ME",30340,2020,4,238.82,17.69999999999999,8.0047033285094,2020.75,2667,108277,1930.0,24.631269798756893,17.824653435170905
846,"Lexington-Fayette, KY",30460,2020,1,218.84,10.370000000000005,4.974336835036219,2020.0,145,517056,145.0,0.2804338408218839,0.2804338408218839
847,"Lexington-Fayette, KY",30460,2020,2,221.04,7.870000000000003,3.691889102594176,2020.25,1907,517056,1762.0,3.6881885134298797,3.4077546726079957
848,"Lexington-Fayette, KY",30460,2020,3,226.12,11.170000000000016,5.196557338916034,2020.5,10781,517056,8874.0,20.85073957172917,17.162551058299293
849,"Lexington-Fayette, KY",30460,2020,4,229.43,11.01000000000002,5.040747184323789,2020.75,31952,517056,21171.0,61.796014358212645,40.94527478648347
850,"Lima, OH",30620,2020,1,185.76,12.590000000000003,7.270312409770748,2020.0,5,102351,5.0,0.04885150120663208,0.04885150120663208
851,"Lima, OH",30620,2020,2,186.02,11.080000000000013,6.333600091459936,2020.25,293,102351,288.0,2.86269797070864,2.813846469502008
852,"Lima, OH",30620,2020,3,189.91,9.419999999999987,5.219125713335912,2020.5,1479,102351,1186.0,14.450274056921769,11.58757608621313
853,"Lima, OH",30620,2020,4,194.97,12.819999999999991,7.038155366456214,2020.75,8308,102351,6829.0,81.17165440493986,66.7213803480181
854,"Lincoln, NE",30700,2020,1,216.62,7.189999999999998,3.4331280141336,2020.0,8,319090,8.0,0.025071296499420227,0.025071296499420227
855,"Lincoln, NE",30700,2020,2,218.48,5.810000000000002,2.7319321013777227,2020.25,1762,336374,1754.0,5.238216984665877,5.214433933657179
856,"Lincoln, NE",30700,2020,3,220.72,6.699999999999989,3.130548546864773,2020.5,6771,336374,5009.0,20.12937979748732,14.891162812821442
857,"Lincoln, NE",30700,2020,4,225.61,10.920000000000016,5.086403651776989,2020.75,24225,336374,17454.0,72.0180513357156,51.88867153822828
858,"Little Rock-North Little Rock-Conway, AR",30780,2020,1,190.82,8.0,4.375888852423149,2020.0,161,742384,161.0,0.21686889803659562,0.21686889803659562
859,"Little Rock-North Little Rock-Conway, AR",30780,2020,2,191.2,5.269999999999982,2.8344000430269354,2020.25,2995,742384,2834.0,4.034300308196297,3.8174314101597018
860,"Little Rock-North Little Rock-Conway, AR",30780,2020,3,194.53,7.060000000000002,3.7659358830746266,2020.5,15796,742384,12801.0,21.27739821978922,17.243097911592923
861,"Little Rock-North Little Rock-Conway, AR",30780,2020,4,198.02,9.610000000000014,5.100578525555976,2020.75,45485,742384,29689.0,61.26883122481088,39.99143300502166
862,"Logan, UT-ID",30860,2020,1,254.83,15.850000000000025,6.63235417189724,2020.0,7,128289,7.0,0.05456430403230207,0.05456430403230207
863,"Logan, UT-ID",30860,2020,2,257.25,14.400000000000006,5.929586164298952,2020.25,1479,142165,1472.0,10.403404494777195,10.354165933949988
864,"Logan, UT-ID",30860,2020,3,264.78,17.339999999999975,7.007759456838011,2020.5,2957,142165,1478.0,20.79977490943622,10.396370414659023
865,"Logan, UT-ID",30860,2020,4,275.45,23.53,9.340266751349636,2020.75,12095,142165,9138.0,85.07719902929695,64.27742411986073
866,"Longview, TX",30980,2020,1,218.91,10.349999999999994,4.962600690448789,2020.0,11,286657,11.0,0.03837338700956195,0.03837338700956195
867,"Longview, TX",30980,2020,2,218.19,4.609999999999985,2.158441801666816,2020.25,984,286657,973.0,3.432673892491724,3.394300505482162
868,"Longview, TX",30980,2020,3,224.73,12.409999999999997,5.844951017332327,2020.5,5030,286657,4046.0,17.54710333255424,14.114429440062514
869,"Longview, TX",30980,2020,4,228.85,11.699999999999989,5.387980658530965,2020.75,13842,286657,8812.0,48.287674816941504,30.740571484387267
870,"Longview, WA",31020,2020,1,266.48,22.690000000000023,9.307190614873468,2020.0,13,110593,13.0,0.1175481269158084,0.1175481269158084
871,"Longview, WA",31020,2020,2,269.91,16.390000000000015,6.464973177658573,2020.25,179,110593,166.0,1.6185472859945926,1.5009991590787843
872,"Longview, WA",31020,2020,3,276.43,19.94,7.774182229326679,2020.5,684,110593,505.0,6.184839908493304,4.566292622498711
873,"Longview, WA",31020,2020,4,284.71,22.829999999999984,8.717733312967765,2020.75,2415,110593,1731.0,21.83682511551364,15.651985207020335
874,"Los Angeles-Long Beach-Glendale, CA (MSAD)",31084,2020,1,377.04,13.100000000000025,3.599494422157505,2020.0,3011,10039107,3011.0,0.29992707518706596,0.29992707518706596
875,"Los Angeles-Long Beach-Glendale, CA (MSAD)",31084,2020,2,381.12,14.220000000000027,3.8757154538021337,2020.25,103529,10039107,100518.0,10.312570630037113,10.012643554850047
876,"Los Angeles-Long Beach-Glendale, CA (MSAD)",31084,2020,3,384.9,14.70999999999998,3.973635160323072,2020.5,270299,10039107,166770.0,26.924605943536612,16.612035313499497
877,"Los Angeles-Long Beach-Glendale, CA (MSAD)",31084,2020,4,392.52,19.159999999999968,5.131776301692727,2020.75,770915,10039107,500616.0,76.79119268277547,49.86658673923886
878,"Louisville/Jefferson County, KY-IN",31140,2020,1,214.9,10.460000000000008,5.116415574251619,2020.0,281,1265108,281.0,0.22211542413770208,0.22211542413770208
879,"Louisville/Jefferson County, KY-IN",31140,2020,2,217.02,8.469999999999999,4.061376168784463,2020.25,5970,1265108,5689.0,4.718964704989614,4.496849280851912
880,"Louisville/Jefferson County, KY-IN",31140,2020,3,220.97,9.699999999999989,4.591281298811941,2020.5,25688,1265108,19718.0,20.304985819392495,15.586021114402882
881,"Louisville/Jefferson County, KY-IN",31140,2020,4,226.4,13.939999999999998,6.561235056010542,2020.75,82523,1265108,56835.0,65.23000407870316,44.92501825931067
882,"Lubbock, TX",31180,2020,1,206.24,8.27000000000001,4.177400616254993,2020.0,79,316520,79.0,0.24958928345760142,0.24958928345760142
883,"Lubbock, TX",31180,2020,2,207.97,5.009999999999991,2.4684666929444177,2020.25,2327,322257,2248.0,7.220944773891645,6.975798818955058
884,"Lubbock, TX",31180,2020,3,212.61,8.570000000000022,4.200156831993737,2020.5,12326,322257,9999.0,38.24897519681496,31.02803042292332
885,"Lubbock, TX",31180,2020,4,214.23,11.429999999999978,5.636094674556203,2020.75,42992,322257,30666.0,133.40904929916184,95.16007410234688
886,"Lynchburg, VA",31340,2020,1,207.73,9.889999999999986,4.998989082086528,2020.0,11,247655,11.0,0.04441662797036199,0.04441662797036199
887,"Lynchburg, VA",31340,2020,2,209.98,8.719999999999999,4.332703965020372,2020.25,386,263566,375.0,1.4645288087234318,1.4227935317908988
888,"Lynchburg, VA",31340,2020,3,212.49,10.950000000000015,5.43316463233106,2020.5,3306,263566,2920.0,12.543347776268565,11.078818967545132
889,"Lynchburg, VA",31340,2020,4,215.56,10.5,5.120452550473032,2020.75,11586,263566,8280.0,43.95862895821161,31.415281181943048
890,"Macon-Bibb County, GA",31420,2020,1,162.23,9.569999999999991,6.268832700117905,2020.0,30,217592,30.0,0.13787271590867312,0.13787271590867312
891,"Macon-Bibb County, GA",31420,2020,2,164.03,8.590000000000003,5.526248069994855,2020.25,1150,229996,1120.0,5.000086958034053,4.869649906954903
892,"Macon-Bibb County, GA",31420,2020,3,166.28,10.800000000000011,6.946231026498592,2020.5,7712,229996,6562.0,33.53101793074662,28.530930972712568
893,"Macon-Bibb County, GA",31420,2020,4,167.76,7.7099999999999795,4.817244611059031,2020.75,13722,229996,6010.0,59.66190716360284,26.130889232856223
894,"Madera, CA",31460,2020,1,234.09,11.400000000000006,5.119224033409675,2020.0,23,157327,23.0,0.14619232553852804,0.14619232553852804
895,"Madera, CA",31460,2020,2,236.77,9.960000000000008,4.391340769807331,2020.25,519,157327,496.0,3.2988616067172196,3.1526692811786914
896,"Madera, CA",31460,2020,3,241.47,11.090000000000003,4.813785918916574,2020.5,4557,157327,4038.0,28.96514902082923,25.66628741411201
897,"Madera, CA",31460,2020,4,251.15,19.289999999999992,8.319675666350381,2020.75,10491,157327,5934.0,66.68276900976946,37.717619988940235
898,"Madison, WI",31540,2020,1,226.67,8.639999999999986,3.9627574187038417,2020.0,212,664865,212.0,0.31886172380859273,0.31886172380859273
899,"Madison, WI",31540,2020,2,228.1,6.349999999999994,2.863585118376548,2020.25,2081,664865,1869.0,3.129958713423026,2.811096989614433
900,"Madison, WI",31540,2020,3,232.22,8.259999999999991,3.688158599749952,2020.5,12128,664865,10047.0,18.241297105427417,15.111338392004392
901,"Madison, WI",31540,2020,4,236.41,11.180000000000009,4.96381476712694,2020.75,43140,664865,31012.0,64.88535266557872,46.64405556015131
902,"Manchester-Nashua, NH",31700,2020,1,272.76,16.46999999999997,6.426313941238429,2020.0,108,417025,108.0,0.258977279539596,0.258977279539596
903,"Manchester-Nashua, NH",31700,2020,2,276.91,14.400000000000034,5.485505314083286,2020.25,3275,417025,3167.0,7.853246208260896,7.5942689287213
904,"Manchester-Nashua, NH",31700,2020,3,282.93,17.00999999999999,6.396660649819491,2020.5,4426,417025,1151.0,10.613272585576405,2.760026377315509
905,"Manchester-Nashua, NH",31700,2020,4,292.78,24.21999999999997,9.018468871015775,2020.75,17624,417025,13198.0,42.26125532042444,31.647982734848032
906,"Manhattan, KS",31740,2020,1,225.72,4.310000000000002,1.9466148773768133,2020.0,4,98615,4.0,0.040561780662171074,0.040561780662171074
907,"Manhattan, KS",31740,2020,2,232.54,11.909999999999997,5.39817794497575,2020.25,359,130285,355.0,2.755497563034885,2.7247956403269757
908,"Manhattan, KS",31740,2020,3,234.24,8.02000000000001,3.545221465829728,2020.5,2562,130285,2203.0,19.664581494416087,16.909083931381204
909,"Manhattan, KS",31740,2020,4,236.26,8.569999999999993,3.7638894988800535,2020.75,7785,130285,5223.0,59.75361707026903,40.08903557585294
910,"Mankato, MN",31860,2020,1,233.77,10.460000000000008,4.684071470153602,2020.0,12,101927,12.0,0.11773131751155237,0.11773131751155237
911,"Mankato, MN",31860,2020,2,233.86,4.550000000000011,1.984213510095509,2020.25,547,101927,535.0,5.366585889901596,5.2488545723900435
912,"Mankato, MN",31860,2020,3,238.57,8.180000000000007,3.550501323842184,2020.5,2296,101927,1749.0,22.525925417210356,17.15933952730876
913,"Mankato, MN",31860,2020,4,243.06,11.810000000000002,5.107027027027028,2020.75,7113,101927,4817.0,69.78523845497267,47.25931303776232
914,"Mansfield, OH",31900,2020,1,170.24,10.680000000000009,6.69340686888945,2020.0,6,121154,6.0,0.04952374663651221,0.04952374663651221
915,"Mansfield, OH",31900,2020,2,171.67,12.289999999999992,7.711130631195879,2020.25,314,121154,308.0,2.591742740644139,2.5422189940076265
916,"Mansfield, OH",31900,2020,3,175.17,10.039999999999992,6.0800581360140455,2020.5,949,121154,635.0,7.833005926341681,5.241263185697542
917,"Mansfield, OH",31900,2020,4,180.79,10.329999999999984,6.060072744338839,2020.75,7499,121154,6550.0,61.89642933786751,54.063423411525825
918,"McAllen-Edinburg-Mission, TX",32580,2020,1,180.99,6.340000000000003,3.630117377612369,2020.0,38,868707,38.0,0.0437431723239251,0.0437431723239251
919,"McAllen-Edinburg-Mission, TX",32580,2020,2,183.49,8.960000000000008,5.133787887469207,2020.25,3955,868707,3917.0,4.552743330029573,4.509000157705648
920,"McAllen-Edinburg-Mission, TX",32580,2020,3,185.4,7.569999999999993,4.256874543102959,2020.5,31924,868707,27969.0,36.74886929655223,32.19612596652266
921,"McAllen-Edinburg-Mission, TX",32580,2020,4,187.57,7.039999999999992,3.899628870547827,2020.75,51662,868707,19738.0,59.46999391048996,22.721124613937725
922,"Medford, OR",32780,2020,1,284.26,11.779999999999973,4.323253082795057,2020.0,21,220944,21.0,0.09504670866825983,0.09504670866825983
923,"Medford, OR",32780,2020,2,288.47,12.860000000000014,4.6660135698995004,2020.25,114,220944,93.0,0.5159678470562676,0.4209211383880078
924,"Medford, OR",32780,2020,3,291.92,13.009999999999993,4.664587142805919,2020.5,1190,220944,1076.0,5.385980157868057,4.87001231081179
925,"Medford, OR",32780,2020,4,300.45,19.879999999999995,7.085575792137433,2020.75,5884,220944,4694.0,26.631182562097184,21.245202404229126
926,"Memphis, TN-MS-AR",32820,2020,1,187.21,11.830000000000013,6.745352947884601,2020.0,574,1346045,574.0,0.4264344802736907,0.4264344802736907
927,"Memphis, TN-MS-AR",32820,2020,2,189.01,9.73999999999998,5.433145534668366,2020.25,13495,1346045,12921.0,10.025667789709853,9.599233309436162
928,"Memphis, TN-MS-AR",32820,2020,3,194.09,11.77000000000001,6.455682316805622,2020.5,44937,1346045,31442.0,33.384470801496235,23.35880301178638
929,"Memphis, TN-MS-AR",32820,2020,4,197.62,12.830000000000013,6.943016396991187,2020.75,101025,1346045,56088.0,75.05321144538257,41.668740643886345
930,"Merced, CA",32900,2020,1,251.08,9.850000000000025,4.083240061352246,2020.0,10,277680,10.0,0.036012676462114666,0.036012676462114666
931,"Merced, CA",32900,2020,2,253.42,8.589999999999975,3.508556957889137,2020.25,848,277680,838.0,3.0538749639873233,3.017862287525209
932,"Merced, CA",32900,2020,3,257.54,10.490000000000007,4.2461040275247965,2020.5,8993,277680,8145.0,32.38619994237972,29.332324978392393
933,"Merced, CA",32900,2020,4,265.97,14.700000000000015,5.850280574680629,2020.75,19444,277680,10451.0,70.02304811293575,37.636848170556036
934,"Miami-Miami Beach-Kendall, FL (MSAD)",33124,2020,1,353.38,20.99000000000001,6.314871085171037,2020.0,2123,2716940,2123.0,0.7813937738779656,0.7813937738779656
935,"Miami-Miami Beach-Kendall, FL (MSAD)",33124,2020,2,355.36,18.379999999999995,5.454329633806159,2020.25,36819,2716940,34696.0,13.551642656812444,12.770248882934478
936,"Miami-Miami Beach-Kendall, FL (MSAD)",33124,2020,3,361.49,17.5,5.087357190616006,2020.5,170399,2716940,133580.0,62.71724808056122,49.16560542374877
937,"Miami-Miami Beach-Kendall, FL (MSAD)",33124,2020,4,368.09,21.879999999999995,6.3198636665607575,2020.75,298872,2716940,128473.0,110.0031653256973,47.28591724513607
938,"Michigan City-La Porte, IN",33140,2020,1,197.14,10.799999999999985,5.795857035526448,2020.0,8,109888,8.0,0.0728013977868375,0.0728013977868375
939,"Michigan City-La Porte, IN",33140,2020,2,198.51,8.75,4.611087689713322,2020.25,536,109888,528.0,4.877693651718113,4.804892253931275
940,"Michigan City-La Porte, IN",33140,2020,3,200.63,11.419999999999987,6.03562179588816,2020.5,1536,109888,1000.0,13.9778683750728,9.100174723354687
941,"Michigan City-La Porte, IN",33140,2020,4,205.87,11.890000000000017,6.1294978863800464,2020.75,7561,109888,6025.0,68.80642108328479,54.828552708211994
942,"Midland, MI",33220,2020,1,163.65,4.050000000000011,2.537593984962413,2020.0,10,83156,10.0,0.12025590456491413,0.12025590456491413
943,"Midland, MI",33220,2020,2,167.11,5.02000000000001,3.0970448516256464,2020.25,166,83156,156.0,1.9962480157775746,1.8759921112126605
944,"Midland, MI",33220,2020,3,170.16,4.349999999999994,2.6234847114166784,2020.5,629,83156,463.0,7.564096397133099,5.567848381355524
945,"Midland, MI",33220,2020,4,175.4,9.75,5.8859040144883785,2020.75,4011,83156,3382.0,48.234643320987054,40.670546923853955
946,"Midland, TX",33260,2020,1,380.6,12.420000000000016,3.373349991851816,2020.0,14,182603,14.0,0.07666905801109511,0.07666905801109511
947,"Midland, TX",33260,2020,2,382.72,6.2900000000000205,1.6709614005259994,2020.25,717,182603,703.0,3.9265510424253707,3.8498819844142758
948,"Midland, TX",33260,2020,3,380.53,0.6199999999999477,0.163196546550485,2020.5,3967,182603,3250.0,21.72472522357245,17.79817418114708
949,"Midland, TX",33260,2020,4,379.61,-2.2799999999999727,-0.5970305585377917,2020.75,12032,182603,8065.0,65.89157899924973,44.16685377567729
950,"Milwaukee-Waukesha, WI",33340,2020,1,207.73,8.70999999999998,4.376444578434318,2020.0,858,1575179,858.0,0.5446999991746969,0.5446999991746969
951,"Milwaukee-Waukesha, WI",33340,2020,2,209.34,6.689999999999998,3.301258327165061,2020.25,13214,1575179,12356.0,8.388887866077441,7.844187866902745
952,"Milwaukee-Waukesha, WI",33340,2020,3,213.78,8.849999999999994,4.318547796808663,2020.5,43521,1575179,30307.0,27.62924086722842,19.24035300115098
953,"Milwaukee-Waukesha, WI",33340,2020,4,217.18,11.230000000000018,5.4527798009225625,2020.75,149165,1575179,105644.0,94.69717409894368,67.06793323171524
954,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2020,1,258.93,11.490000000000007,4.643549951503399,2020.0,435,3613766,435.0,0.12037304020238167,0.12037304020238167
955,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2020,2,261.11,8.900000000000006,3.52880536061219,2020.25,24004,3640043,23569.0,6.594427593300408,6.474923510518969
956,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2020,3,266.96,11.859999999999983,4.64915719325754,2020.5,67184,3640043,43180.0,18.456924822041938,11.862497228741528
957,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2020,4,271.13,14.620000000000005,5.69958286226658,2020.75,257954,3640043,190770.0,70.86564636736433,52.4087215453224
958,"Missoula, MT",33540,2020,1,300.09,22.33999999999997,8.043204320432034,2020.0,14,119600,14.0,0.11705685618729098,0.11705685618729098
959,"Missoula, MT",33540,2020,2,303.33,13.269999999999982,4.574915534716949,2020.25,86,119600,72.0,0.7190635451505017,0.6020066889632107
960,"Missoula, MT",33540,2020,3,310.69,18.94999999999999,6.495509700418177,2020.5,872,119600,786.0,7.290969899665552,6.5719063545150505
961,"Missoula, MT",33540,2020,4,324.56,27.970000000000027,9.430526990121052,2020.75,6390,119600,5518.0,53.42809364548495,46.1371237458194
962,"Mobile, AL",33660,2020,1,196.97,10.419999999999987,5.585633878316799,2020.0,56,429536,56.0,0.13037323996126052,0.13037323996126052
963,"Mobile, AL",33660,2020,2,200.2,8.259999999999991,4.303428154631652,2020.25,3761,429536,3705.0,8.755959919541086,8.625586679579825
964,"Mobile, AL",33660,2020,3,205.8,13.560000000000002,7.053682896379526,2020.5,14118,429536,10357.0,32.86802503166207,24.112065112120987
965,"Mobile, AL",33660,2020,4,208.76,11.049999999999985,5.588993981083396,2020.75,27042,429536,12924.0,62.95630633986441,30.08828130820234
966,"Modesto, CA",33700,2020,1,270.15,11.759999999999993,4.551259723673513,2020.0,39,550660,39.0,0.07082410198670687,0.07082410198670687
967,"Modesto, CA",33700,2020,2,273.9,13.139999999999986,5.039116428900133,2020.25,2400,550660,2361.0,4.358406276105038,4.287582174118331
968,"Modesto, CA",33700,2020,3,280.32,15.339999999999977,5.789116159710157,2020.5,16512,550660,14112.0,29.98583517960266,25.627428903497623
969,"Modesto, CA",33700,2020,4,288.69,22.46999999999997,8.440387649312587,2020.75,37524,550660,21012.0,68.14368212690226,38.1578469472996
970,"Monroe, LA",33740,2020,1,212.11,2.890000000000015,1.3813210974094323,2020.0,68,200261,68.0,0.3395568782738526,0.3395568782738526
971,"Monroe, LA",33740,2020,2,214.42,5.189999999999998,2.4805238254552395,2020.25,3049,200261,2981.0,15.22513120377907,14.885574325505216
972,"Monroe, LA",33740,2020,3,216.72,8.400000000000006,4.032258064516132,2020.5,8053,200261,5004.0,40.2125226579314,24.98739145415233
973,"Monroe, LA",33740,2020,4,217.82,4.439999999999998,2.080794826131783,2020.75,17926,200261,9873.0,89.51318529319238,49.300662635260984
974,"Monroe, MI",33780,2020,1,182.24,10.570000000000022,6.157161996854443,2020.0,49,150500,49.0,0.32558139534883723,0.32558139534883723
975,"Monroe, MI",33780,2020,2,182.17,5.97999999999999,3.394063227197905,2020.25,617,150500,568.0,4.099667774086379,3.7740863787375414
976,"Monroe, MI",33780,2020,3,186.31,7.199999999999989,4.019876053821667,2020.5,1548,150500,931.0,10.285714285714286,6.186046511627907
977,"Monroe, MI",33780,2020,4,193.04,13.45999999999998,7.495266733489241,2020.75,7595,150500,6047.0,50.46511627906977,40.179401993355484
978,"Montgomery, AL",33860,2020,1,153.48,4.969999999999999,3.3465759881489454,2020.0,51,373290,51.0,0.13662300088403118,0.13662300088403118
979,"Montgomery, AL",33860,2020,2,155.87,6.400000000000006,4.281795678062491,2020.25,5660,373290,5609.0,15.162474215757186,15.025851214873153
980,"Montgomery, AL",33860,2020,3,157.76,6.989999999999981,4.636200835710009,2020.5,14083,373290,8423.0,37.72670042058453,22.564226204827346
